title,price,manufacturing_year,mileage,color,fuel,hp,type,region,url,is_amg
mercedes-benz gle 350,30000,2017,148000,син,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21739885590112837-mercedes-benz-gle-350,0
mercedes-benz gle 350 4matic amg,43000,2016,176664,светло сив,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21733903141975415-mercedes-benz-gle-350-4matic-amg,1
mercedes-benz gle 350,43316,2016,212321,сив,дизелов,258.0,джип,бургас,https://www.mobile.bg/obiava-21708857516059531-mercedes-benz-gle-350,0
mercedes-benz gle 350 3.0/258кс 4matic панорама,44000,2018,282000,бял,дизелов,258.0,джип,враца,https://www.mobile.bg/obiava-21736514087889136-mercedes-benz-gle-350-3-0-258ks-4matic-panorama,0
mercedes-benz gle 350 4matic,45000,2017,198000,черен,бензинов,302.0,джип,пловдив,https://www.mobile.bg/obiava-21719670019615418-mercedes-benz-gle-350-4matic,0
mercedes-benz gle 350 4-matic nov,45700,2016,257000,сребърен,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21726214550779108-mercedes-benz-gle-350-4-matic-nov,0
mercedes-benz gle 350 облcужрен-4matic,45800,2017,198000,червен,бензинов,302.0,джип,пловдив,https://www.mobile.bg/obiava-21739889812393788-mercedes-benz-gle-350-oblcuzhren-4matic,0
mercedes-benz gle 350 4matic 9g tronic,48000,2015,202000,тъмно сив,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21738326390395982-mercedes-benz-gle-350-4matic-9g-tronic,0
mercedes-benz gle 350,48000,2015,212000,бял,дизелов,258.0,джип,перник,https://www.mobile.bg/obiava-21738655277210542-mercedes-benz-gle-350,0
mercedes-benz gle 350 350d 4-matic premium,48500,2016,197000,черен,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21719424409436534-mercedes-benz-gle-350-350d-4-matic-premium,0
mercedes-benz gle 350 4 matik,48999,2018,150000,бял,бензинов,302.0,джип,добрич,https://www.mobile.bg/obiava-21728709000732022-mercedes-benz-gle-350-4-matik,0
mercedes-benz gle 350 4матик. амг пакет,49000,2016,149000,бял,бензинов,302.0,джип,софия,https://www.mobile.bg/obiava-21739291021406931-mercedes-benz-gle-350-4matik-amg-paket,0
"mercedes-benz gle 350 amg-distronic-4-matic, внос, ,",49900,2017,198900,черен,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21739994966043358-mercedes-benz-gle-350-amg-distronic-4-matic-vnos,1
mercedes-benz gle 350 amg,49900,2018,198900,черен,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21740042967695166-mercedes-benz-gle-350-amg,1
mercedes-benz gle 350 gle-350d,49990,2015,149500,черен,дизелов,258.0,джип,шумен,https://www.mobile.bg/obiava-21731688904263148-mercedes-benz-gle-350-gle-350d,0
mercedes-benz gle 350 d= 4matic= 63 amg=,49999,2017,181000,черен,дизелов,258.0,джип,пазарджик,https://www.mobile.bg/obiava-21706805768278314-mercedes-benz-gle-350-d-4matic-63-amg,1
mercedes-benz gle 350 d* * 4matic* * amg line* * nightpaket* *,50999,2017,301890,черен,дизелов,258.0,джип,видин,https://www.mobile.bg/obiava-21739270007591149-mercedes-benz-gle-350-d-4matic-amg-line-nightpaket,1
mercedes-benz gle 350 amg-line* 9g-tronic* топ състояние*,51000,2016,192210,черен,дизелов,258.0,джип,благоевград,https://www.mobile.bg/obiava-21703945519574817-mercedes-benz-gle-350-amg-line-9g-tronic-top-sastoyanie,1
mercedes-benz gle 350,51500,2016,208548,черен,дизелов,258.0,джип,благоевград,https://www.mobile.bg/obiava-21732816032082114-mercedes-benz-gle-350,0
mercedes-benz gle 350 топ състояние,51999,2017,145000,бял,дизелов,258.0,джип,благоевград,https://www.mobile.bg/obiava-21737466579185477-mercedes-benz-gle-350-top-sastoyanie,0
mercedes-benz gle 350 amg,52000,2018,167000,червен,бензинов,306.0,джип,софия,https://www.mobile.bg/obiava-21717416420247924-mercedes-benz-gle-350-amg,1
mercedes-benz gle 350 d 4matic amg line* pano*,52900,2015,179500,бял,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21725260233678986-mercedes-benz-gle-350-d-4matic-amg-line-pano,1
mercedes-benz gle 350 amg   4 matic регистриран,53500,2015,225000,черен,дизелов,260.0,джип,варна,https://www.mobile.bg/obiava-21733561709776239-mercedes-benz-gle-350-amg-4-matic-registriran,1
mercedes-benz gle 350 6+ 1 n1,54000,2018,223711,сив,дизелов,258.0,джип,стара загора,https://www.mobile.bg/obiava-21714023779688601-mercedes-benz-gle-350-6-1-n1,0
mercedes-benz gle 350 d 4m amg,55000,2018,236000,син,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21715326105077559-mercedes-benz-gle-350-d-4m-amg,1
mercedes-benz gle 350 4 matic,55600,2018,127400,бял,бензинов,306.0,джип,варна,https://www.mobile.bg/obiava-21728303454327154-mercedes-benz-gle-350-4-matic,0
mercedes-benz gle 350 amg пакет,55600,2017,185600,черен,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21739081147843937-mercedes-benz-gle-350-amg-paket,1
mercedes-benz gle 350,55800,2016,172000,сив,дизелов,258.0,джип,плевен,https://www.mobile.bg/obiava-21723535767300351-mercedes-benz-gle-350,0
mercedes-benz gle 350 amg 63 pack 4m,56838,2015,172510,сив,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21728894128289854-mercedes-benz-gle-350-amg-63-pack-4m,1
mercedes-benz gle 350 d 4matic,56840,2017,189000,сив,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21737551003985632-mercedes-benz-gle-350-d-4matic,0
mercedes-benz gle 350 d* 4matic* amg* пълна сервизна история в мерцедес,57800,2016,190150,черен,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21736435256886985-mercedes-benz-gle-350-d-4matic-amg-palna-servizna-istoriya-v-mertsedes,1
mercedes-benz gle 350 350,58000,2017,196000,черен,дизелов,265.0,джип,враца,https://www.mobile.bg/obiava-21692378882132593-mercedes-benz-gle-350-350,0
mercedes-benz gle 350 amg/2018г/germany/distron/360camera/car play/подгр,58000,2018,175099,черен,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21719997350594760-mercedes-benz-gle-350-amg-2018g-germany-distron-360camera-car-play-podgr,1
mercedes-benz gle 350 d 4matic,58800,2016,111000,син,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21732635510344399-mercedes-benz-gle-350-d-4matic,0
mercedes-benz gle 350 350d,58900,2018,235716,син,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21719314662152214-mercedes-benz-gle-350-350d,0
mercedes-benz gle 350,58999,2018,154000,бял,бензинов,306.0,джип,русе,https://www.mobile.bg/obiava-21736422000269849-mercedes-benz-gle-350,0
mercedes-benz gle 350 amg package,59000,2018,267000,металик,дизелов,258.0,джип,шумен,https://www.mobile.bg/obiava-21738170002295077-mercedes-benz-gle-350-amg-package,1
mercedes-benz gle 350 топ състояние,59500,2016,252000,син,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21737658629446433-mercedes-benz-gle-350-top-sastoyanie,0
mercedes-benz gle 350 amg pack 4 matic top offer,59500,2015,249000,светло сив,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21717440189910802-mercedes-benz-gle-350-amg-pack-4-matic-top-offer,1
mercedes-benz gle 350 * 9g* * 4matic* blutec*,59900,2016,125000,черен,дизелов,258.0,джип,бургас,https://www.mobile.bg/obiava-21730981511283411-mercedes-benz-gle-350-9g-4matic-blutec,0
mercedes-benz gle 350 d 4matic,59999,2015,142123,черен,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21732283568582922-mercedes-benz-gle-350-d-4matic,0
mercedes-benz gle 350 amg-9g-tronic-360-кам-панорама-с.книжка-подгрев,59999,2016,208000,черен,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21706348581294687-mercedes-benz-gle-350-amg-9g-tronic-360-kam-panorama-s-knizhka-podgrev,1
mercedes-benz gle 350 350cdi като нова,59999,2015,203000,светло сив,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21739031461733360-mercedes-benz-gle-350-350cdi-kato-nova,0
mercedes-benz gle 350,59999,2016,155000,черен,дизелов,258.0,джип,варна,https://www.mobile.bg/obiava-21732476030961922-mercedes-benz-gle-350,0
mercedes-benz gle 350,60000,2016,206000,черен,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21731942233674246-mercedes-benz-gle-350,0
"mercedes-benz gle 350 d, coupe",60900,2016,218470,сив,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21734709556400432-mercedes-benz-gle-350-d-coupe,0
mercedes-benz gle 350 3.5cdi,61000,2016,170000,сив,дизелов,272.0,джип,благоевград,https://www.mobile.bg/obiava-21731584624206348-mercedes-benz-gle-350-3-5cdi,0
mercedes-benz gle 350 top coupe amg 9g tronic,61500,2017,201000,бял,дизелов,258.0,купе,русе,https://www.mobile.bg/obiava-21737921325568446-mercedes-benz-gle-350-top-coupe-amg-9g-tronic,1
mercedes-benz gle 350,62000,2016,232000,сив,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21732627507850478-mercedes-benz-gle-350,0
mercedes-benz gle 350 d 4matic,62500,2016,129405,бял,дизелов,258.0,джип,варна,https://www.mobile.bg/obiava-21739455052770109-mercedes-benz-gle-350-d-4matic,0
mercedes-benz gle 350,63000,2015,136000,кафяв,дизелов,258.0,джип,варна,https://www.mobile.bg/obiava-21711474109186627-mercedes-benz-gle-350,0
mercedes-benz gle 350 gle 350,63900,2016,233500,сив,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21732113678834845-mercedes-benz-gle-350-gle-350,0
mercedes-benz gle 350 d 4matic amg-line,63999,2018,202000,бял,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21739550116870004-mercedes-benz-gle-350-d-4matic-amg-line,1
mercedes-benz gle 350,64900,2016,188000,бял,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21739460694431001-mercedes-benz-gle-350,0
mercedes-benz gle 350 d/coupe/4matic/amg/21/360,64900,2015,232324,бял,дизелов,258.0,купе,русе,https://www.mobile.bg/obiava-21738422611974665-mercedes-benz-gle-350-d-coupe-4matic-amg-21-360,1
mercedes-benz gle 350 d 4matic amg line,64999,2016,190000,черен,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21740411729663139-mercedes-benz-gle-350-d-4matic-amg-line,1
mercedes-benz gle 350 4matic,65000,2018,46400,бял,дизелов,258.0,джип,плевен,https://www.mobile.bg/obiava-21708774122262677-mercedes-benz-gle-350-4matic,0
mercedes-benz gle 350 4-matik amg-l?ne d?stron?k-plus 9g-tronik,65000,2016,189000,бял,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21738251149997232-mercedes-benz-gle-350-4-matik-amg-l-ne-d-stron-k-plus-9g-tronik,1
mercedes-benz gle 350,65000,2018,169740,черен,дизелов,255.0,джип,софия,https://www.mobile.bg/obiava-21716226528757364-mercedes-benz-gle-350,0
mercedes-benz gle 350 distronic/360* камери/ambilight/подгрев/key less,65000,2017,168000,черен,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21739087507975186-mercedes-benz-gle-350-distronic-360-kameri-ambilight-podgrev-key-less,0
mercedes-benz gle 350 v6,65000,2018,56000,син,бензинов,302.0,джип,перник,https://www.mobile.bg/obiava-21738312379626718-mercedes-benz-gle-350-v6,0
"mercedes-benz gle 350 cdiamg подг.обдух.масаж, панор.дистр.bang & olufse",65900,2016,198700,бял,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21731689038957360-mercedes-benz-gle-350-cdiamg-podg-obduh-masazh-panor-distr-bang-olufse,1
mercedes-benz gle 350 amg/9g/360/pano/подгрев,65990,2016,197130,бял,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21739268930143975-mercedes-benz-gle-350-amg-9g-360-pano-podgrev,1
mercedes-benz gle 350 keygo/обдух/360 камери/amg пакет,66000,2016,195250,бял,дизелов,258.0,купе,плевен,https://www.mobile.bg/obiava-21738248854267561-mercedes-benz-gle-350-keygo-obduh-360-kameri-amg-paket,1
mercedes-benz gle 350 amg pack/9g-tronic/360camera/70.000kм.,66800,2018,70000,черен,дизелов,258.0,джип,благоевград,https://www.mobile.bg/obiava-21736606360097055-mercedes-benz-gle-350-amg-pack-9g-tronic-360camera-70-000km,1
mercedes-benz gle 350 d coupe 4matic amg-line,66900,2017,196000,сив,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21740126627798788-mercedes-benz-gle-350-d-coupe-4matic-amg-line,1
"mercedes-benz gle 350 coupe, 4-matic, 9g-tronic, kamera, панорама, full",66999,2017,276100,бял,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21740392325220591-mercedes-benz-gle-350-coupe-4-matic-9g-tronic-kamera-panorama-full,0
mercedes-benz gle 350,67000,2017,190000,тъмно сив,дизелов,276.0,джип,бургас,https://www.mobile.bg/obiava-21735214700697538-mercedes-benz-gle-350,0
mercedes-benz gle 350 gle coupe 350d,67500,2016,200000,черен,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21739357101510416-mercedes-benz-gle-350-gle-coupe-350d,0
mercedes-benz gle 350 amg panorama distronic 360 камери airmatic,67900,2015,172220,бял,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21734682991874813-mercedes-benz-gle-350-amg-panorama-distronic-360-kameri-airmatic,1
mercedes-benz gle 350 d coupe/amg/softclose/21ц/harmankardon/multibeam,67900,2015,215980,черен,дизелов,258.0,купе,русе,https://www.mobile.bg/obiava-21709394766620013-mercedes-benz-gle-350-d-coupe-amg-softclose-21ts-harmankardon-multibeam,1
"mercedes-benz gle 350 d coupe, 4-matic, amg line, night pack, full servi",68000,2017,219000,бял,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21725545732759883-mercedes-benz-gle-350-d-coupe-4-matic-amg-line-night-pack-full-servi,1
mercedes-benz gle 350 * 4 matic* distronic* 9g* печка,68000,2016,141000,тъмно сив,дизелов,258.0,джип,варна,https://www.mobile.bg/obiava-21730115015280191-mercedes-benz-gle-350-4-matic-distronic-9g-pechka,0
mercedes-benz gle 350 amg,68000,2016,290000,черен,дизелов,258.0,джип,стара загора,https://www.mobile.bg/obiava-21738440573874080-mercedes-benz-gle-350-amg,1
mercedes-benz gle 350 4matic* amg*,68000,2016,225000,син,дизелов,258.0,купе,габрово,https://www.mobile.bg/obiava-21731006828950972-mercedes-benz-gle-350-4matic-amg,1
mercedes-benz gle 350 d 4m coupe* amg* comand online* exclusive* softclo,68000,2016,199900,черен,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21729165711127681-mercedes-benz-gle-350-d-4m-coupe-amg-comand-online-exclusive-softclo,1
mercedes-benz gle 350,68600,2018,126000,червен,дизелов,258.0,джип,велико търново,https://www.mobile.bg/obiava-21740489137690422-mercedes-benz-gle-350,0
mercedes-benz gle 350 amg 4 matic 9g tronic,68900,2016,120000,тъмно сив,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21737906916795059-mercedes-benz-gle-350-amg-4-matic-9g-tronic,1
mercedes-benz gle 350 350d amg/offroad/360 camera/vakum/pamet/panorama,69000,2017,254000,бял,дизелов,258.0,джип,кърджали,https://www.mobile.bg/obiava-21731941848613805-mercedes-benz-gle-350-350d-amg-offroad-360-camera-vakum-pamet-panorama,1
mercedes-benz gle 350,70000,2018,130000,син,дизелов,276.0,джип,софия,https://www.mobile.bg/obiava-21739645205144090-mercedes-benz-gle-350,0
mercedes-benz gle 350 amg line,70300,2016,189000,бял,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21738699423754260-mercedes-benz-gle-350-amg-line,1
mercedes-benz gle 350 d 4m amg* night* pano,70900,2016,128388,бял,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21734528521898173-mercedes-benz-gle-350-d-4m-amg-night-pano,1
mercedes-benz gle 350 coupe/258hp/amg line/360-cam/306b,70900,2018,280000,син,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21729495610258378-mercedes-benz-gle-350-coupe-258hp-amg-line-360-cam-306b,1
mercedes-benz gle 350 купе amg line,71000,2017,475000,черен,дизелов,258.0,купе,бургас,https://www.mobile.bg/obiava-21732521479510702-mercedes-benz-gle-350-kupe-amg-line,1
mercedes-benz gle 350 amg 350 4matik,71777,2017,151000,бял,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21721396717111297-mercedes-benz-gle-350-amg-350-4matik,1
mercedes-benz gle 350 4matic,71899,2017,86000,черен,дизелов,258.0,джип,плевен,https://www.mobile.bg/obiava-21736514756501397-mercedes-benz-gle-350-4matic,0
mercedes-benz gle 350 4matik,71900,2016,121000,тъмно сив,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21734093222206057-mercedes-benz-gle-350-4matik,0
mercedes-benz gle 350 amg,72000,2017,170000,светло сив,дизелов,258.0,джип,велико търново,https://www.mobile.bg/obiava-21723866163845788-mercedes-benz-gle-350-amg,1
mercedes-benz gle 350 coupe amg-pack,72000,2016,189000,сив,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21734505520027674-mercedes-benz-gle-350-coupe-amg-pack,1
mercedes-benz gle 350 amg/4matic/258hp/coupe/carplay/pano/cam/616b,72199,2017,206000,черен,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21734083342702843-mercedes-benz-gle-350-amg-4matic-258hp-coupe-carplay-pano-cam-616b,1
mercedes-benz gle 350 mercedes gle350d amg line* 360* panorama* assistan,72699,2016,178000,бял,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21728576076559165-mercedes-benz-gle-350-mercedes-gle350d-amg-line-360-panorama-assistan,1
mercedes-benz gle 350 6.3amg optik-distronik-panorama-360kameri-harman !,73444,2017,202334,червен,дизелов,265.0,купе,пазарджик,https://www.mobile.bg/obiava-21740346453131407-mercedes-benz-gle-350-6-3amg-optik-distronik-panorama-360kameri-harman,1
mercedes-benz gle 350 amg,74000,2016,230000,бял,дизелов,258.0,купе,търговище,https://www.mobile.bg/obiava-21687901161882298-mercedes-benz-gle-350-amg,1
mercedes-benz gle 350 amg/navi/360camera/вакуум,74900,2016,190000,бял,дизелов,258.0,купе,варна,https://www.mobile.bg/obiava-21693295496492917-mercedes-benz-gle-350-amg-navi-360camera-vakuum,1
mercedes-benz gle 350 coupe= 4matic= 63 amg= distronic= harman/kardon=,74999,2017,200000,черен,дизелов,258.0,купе,пазарджик,https://www.mobile.bg/obiava-21733851521074060-mercedes-benz-gle-350-coupe-4matic-63-amg-distronic-harman-kardon,1
mercedes-benz gle 350 amg 6.3 full pack 4matic панорама лизинг 100%,75880,2017,190000,бял,дизелов,258.0,джип,пазарджик,https://www.mobile.bg/obiava-21710620643530703-mercedes-benz-gle-350-amg-6-3-full-pack-4matic-panorama-lizing-100,1
mercedes-benz gle 350 amg* 4x4* night pack* pano* germany* лизинг*,75999,2016,198444,бял,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21700037079064726-mercedes-benz-gle-350-amg-4x4-night-pack-pano-germany-lizing,1
mercedes-benz gle 350,76440,2018,98900,сив,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21731683586667252-mercedes-benz-gle-350,0
mercedes-benz gle 350 coupe 4matic 6.3 full amg pack лизинг 100%,76660,2017,182000,бял,дизелов,258.0,купе,пазарджик,https://www.mobile.bg/obiava-21710965607841826-mercedes-benz-gle-350-coupe-4matic-6-3-full-amg-pack-lizing-100,1
"mercedes-benz gle 350 cdi coupe , 4matic , amg , panorama , 168.000км",79500,2017,158000,червен,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21726206098274387-mercedes-benz-gle-350-cdi-coupe-4matic-amg-panorama-168-000km,1
mercedes-benz gle 350 canada,79999,2016,141000,червен,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21740658542413140-mercedes-benz-gle-350-canada,0
mercedes-benz gle 350 amg bluetec 4matic full,79999,2017,148000,черен,дизелов,258.0,джип,пловдив,https://www.mobile.bg/obiava-21738453731367645-mercedes-benz-gle-350-amg-bluetec-4matic-full,1
mercedes-benz gle 350,80999,2019,47000,син,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21726638628309354-mercedes-benz-gle-350,0
mercedes-benz gle 350 4matic 103000km!!!,81800,2016,93594,черен,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21685299549526442-mercedes-benz-gle-350-4matic-103000km,0
mercedes-benz gle 350 4 matic/panorama/navi,82000,2020,132600,сив,бензинов,258.0,джип,софия,https://www.mobile.bg/obiava-21734520897375475-mercedes-benz-gle-350-4-matic-panorama-navi,0
mercedes-benz gle 350 d 4matic coupe,82300,2018,108214,сив,дизелов,255.0,купе,плевен,https://www.mobile.bg/obiava-21739880058076730-mercedes-benz-gle-350-d-4matic-coupe,0
mercedes-benz gle 350 d coupe 4matic amg line,82499,2017,198000,черен,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21740155167788732-mercedes-benz-gle-350-d-coupe-4matic-amg-line,1
mercedes-benz gle 350 amg line,84000,2017,110000,черен,дизелов,251.0,джип,русе,https://www.mobile.bg/obiava-21708786677759022-mercedes-benz-gle-350-amg-line,1
mercedes-benz gle 350 amg line,84999,2016,245000,черен,дизелов,258.0,джип,хасково,https://www.mobile.bg/obiava-21738878204411822-mercedes-benz-gle-350-amg-line,1
mercedes-benz gle 350 * 4matic* 7места*,88500,2020,30000,черен,бензинов,256.0,джип,пловдив,https://www.mobile.bg/obiava-21714632033831276-mercedes-benz-gle-350-4matic-7mesta,0
mercedes-benz gle 350 300d amg,90000,2020,165300,черен,дизелов,245.0,джип,пловдив,https://www.mobile.bg/obiava-21739805559565645-mercedes-benz-gle-350-300d-amg,1
mercedes-benz gle 350 4-matic,92000,2021,79900,черен,бензинов,258.0,джип,варна,https://www.mobile.bg/obiava-21731264362836171-mercedes-benz-gle-350-4-matic,0
mercedes-benz gle 350 gle 350 4-matic 94 000 km пълна сервизна история!!,94999,2020,94000,черен,бензинов,256.0,джип,софия,https://www.mobile.bg/obiava-21723282904063305-mercedes-benz-gle-350-gle-350-4-matic-94-000-km-palna-servizna-istoriya,0
mercedes-benz gle 350 amg* 4m* 360cam* top*,94999,2021,119000,черен,дизелов,245.0,джип,софия,https://www.mobile.bg/obiava-21735928162397396-mercedes-benz-gle-350-amg-4m-360cam-top,1
mercedes-benz gle 350  coupe silvar star n1,95000,2016,53000,сребърен,дизелов,268.0,купе,велико търново,https://www.mobile.bg/obiava-21653768416662979-mercedes-benz-gle-350-coupe-silvar-star-n1,0
mercedes-benz gle 350,80000,2017,217783,бял,дизелов,258.0,джип,кърджали,https://www.mobile.bg/obiava-21698915590034561-mercedes-benz-gle-350,0
mercedes-benz gle 350 4-matic,97000,2020,93900,черен,бензинов,245.0,джип,софия,https://www.mobile.bg/obiava-21722679637476577-mercedes-benz-gle-350-4-matic,0
"mercedes-benz gle 350 amg, 4 matic",97998,2022,51000,черен,бензинов,258.0,джип,варна,https://www.mobile.bg/obiava-21738149976717496-mercedes-benz-gle-350-amg-4-matic,1
mercedes-benz gle 350 d amg 4matic airmatic pano burmester 360 distronic,97990,2020,193000,зелен,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21739285022936701-mercedes-benz-gle-350-d-amg-4matic-airmatic-pano-burmester-360-distronic,1
mercedes-benz gle 350 d 4matic amg line,98999,2019,204000,бял,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21740405435331922-mercedes-benz-gle-350-d-4matic-amg-line,1
mercedes-benz gle 350 d 4matic amg line night package,98999,2019,178306,бял,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21729665337346791-mercedes-benz-gle-350-d-4matic-amg-line-night-package,1
mercedes-benz gle 350 d 4-matic amg-packet,99000,2019,163000,бял,дизелов,272.0,джип,варна,https://www.mobile.bg/obiava-21729589540555597-mercedes-benz-gle-350-d-4-matic-amg-packet,1
mercedes-benz gle 350 95x.km/burmester/amg/4 matic/airmatic !,99500,2020,95837,син,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21729236965654684-mercedes-benz-gle-350-95x-km-burmester-amg-4-matic-airmatic,1
mercedes-benz gle 350 w167,99999,2021,209000,сив,plug-in хибрид,320.0,джип,софия,https://www.mobile.bg/obiava-21727764620331900-mercedes-benz-gle-350-w167,0
mercedes-benz gle 350,101000,2020,46000,черен,бензинов,255.0,джип,софия,https://www.mobile.bg/obiava-21727350311663390-mercedes-benz-gle-350,0
mercedes-benz gle 350 d 4matic amg line,84999,2019,202500,зелен,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21740385803123526-mercedes-benz-gle-350-d-4matic-amg-line,1
mercedes-benz gle 350 d 4matic amg line,104999,2020,158172,черен,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21734964804461112-mercedes-benz-gle-350-d-4matic-amg-line,1
mercedes-benz gle 350,105000,2020,180000,черен,дизелов,245.0,джип,кърджали,https://www.mobile.bg/obiava-21740518578756024-mercedes-benz-gle-350,0
mercedes-benz gle 350 de amg 4matic,109900,2020,96200,бял,plug-in хибрид,306.0,джип,софия,https://www.mobile.bg/obiava-21740040475779061-mercedes-benz-gle-350-de-amg-4matic,1
mercedes-benz gle 350,109999,2021,48000,бял,бензинов,256.0,джип,софия,https://www.mobile.bg/obiava-21701514404012916-mercedes-benz-gle-350,0
mercedes-benz gle 350 4matic 6.3 amg 3хtv burmaster,109999,2020,45000,бял,бензинов,272.0,джип,софия,https://www.mobile.bg/obiava-21719943308083636-mercedes-benz-gle-350-4matic-6-3-amg-3htv-burmaster,1
mercedes-benz gle 350 * 2xamg* airmatic* 4matic* 360*,91900,2020,83600,черен,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21738418820241147-mercedes-benz-gle-350-2xamg-airmatic-4matic-360,1
mercedes-benz gle 350 e 4matic amg line = mgt select 2=,115000,2021,84000,черен,plug-in хибрид,333.0,джип,софия,https://www.mobile.bg/obiava-21728036655135082-mercedes-benz-gle-350-e-4matic-amg-line-mgt-select-2,1
mercedes-benz gle 350  coupe amg panorama,115800,2021,165000,бял,дизелов,286.0,купе,пловдив,https://www.mobile.bg/obiava-21738183483328198-mercedes-benz-gle-350-coupe-amg-panorama,1
mercedes-benz gle 350 * 4matic* amg* night packet* pano* 21 *,117999,2020,124033,черен,дизелов,272.0,джип,видин,https://www.mobile.bg/obiava-21737096632172223-mercedes-benz-gle-350-4matic-amg-night-packet-pano-21,1
"mercedes-benz gle 350 350d eq 5, 3 amg packet",118888,2021,163000,черен,дизелов,272.0,джип,пловдив,https://www.mobile.bg/obiava-21732967729169300-mercedes-benz-gle-350-350d-eq-5-3-amg-packet,1
mercedes-benz gle 350 d* 4m* amg* panorama* keyless* 360* distr*,119800,2019,85000,бял,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21710168941902209-mercedes-benz-gle-350-d-4m-amg-panorama-keyless-360-distr,1
mercedes-benz gle 350 d amg-pack,119900,2020,98000,бял,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21706519763905207-mercedes-benz-gle-350-d-amg-pack,1
mercedes-benz gle 350 d / coupe / amg optic,120000,2020,91000,бял,дизелов,286.0,купе,софия,https://www.mobile.bg/obiava-21737147552922532-mercedes-benz-gle-350-d-coupe-amg-optic,1
mercedes-benz gle 350,123900,2020,99000,бял,дизелов,272.0,джип,пловдив,https://www.mobile.bg/obiava-21739034170892528-mercedes-benz-gle-350,0
